id,source,url,brand,name,category,is_ai,is_available,price,price_segment,cpu_brand,cpu_family,gpu_type,gpu_model,ram_gb,ram_type,storage_gb,storage_type,screen_size_inches,screen_res,screen_hz,os_family,weight_kg,battery_wh,avg_rating,review_count,satisfied_count
anphat_laptop-aspire-go-15-ag15-31p-32u6-nx.krpsv.002-cor-i3-n305-8gb-512gb-intel-uhd-graphics-15.6inch-fhd-win-11-bac,An Phat PC,https://www.anphatpc.com.vn/laptop-aspire-go-15-ag15-31p-32u6-nx.krpsv.002-cor-i3-n305-8gb-512gb-intel-uhd-graphics-15.6inch-fhd-win-11-bac.html,Acer,Laptop Acer Aspire Go 15 AG15-31P-32U6 NX.KRPSV.002 (Core i3-N305 | 8GB | 512GB | Intel® UHD Graphics | 15.6 inch IPS FHD | Win 11 | Bạc),Office,False,True,10290000,Budget,Intel,Intel Core,Integrated,Intel Arc / Integrated,8.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.75,51.0,0.0,0,17262
anphat_laptop-lenovo-yoga-slim-7-15ill9-83hm000gvn,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-yoga-slim-7-15ill9-83hm000gvn.html,Lenovo,Laptop Lenovo Yoga Slim 7 15ILL9 83HM000GVN (Intel Core Ultra 7 258V | 1TB | 32GB | Intel Arc | 15.3 inch 2.8K IPS | Win 11 | Office | Xám),Office,True,True,39990000,Mid-high,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,Windows,1.53,70.0,0.0,0,8274
anphat_laptop-asus-rog-strix-scar-15-g533zs-ln036w,An Phat PC,https://www.anphatpc.com.vn/laptop-asus-rog-strix-scar-15-g533zs-ln036w.html,Asus,Laptop ASUS ROG Strix SCAR 15 G533ZS-LN036W (Core i9-12900H | GeForce RTX™ 3080 8GB |32GB | 2TB |  15.6 inch WQHD | Windows 11 Home | Đen),Gaming,False,True,65890000,Premium,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,2048.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.3,90.0,0.0,0,10875
anphat_laptop-acer-swift-go-14-sfg14-41-r5jk-nx.kg3sv.002,An Phat PC,https://www.anphatpc.com.vn/laptop-acer-swift-go-14-sfg14-41-r5jk-nx.kg3sv.002.html,Acer,Laptop Acer Swift Go 14 SFG14-41-R5JK NX.KG3SV.002 (AMD Ryzen 5 7530U | 16GB | 1TB | AMD Redeon | 14 inch FHD | Win 11 | Bạc),Office,False,True,17990000,Mainstream,AMD,AMD Ryzen,Integrated,AMD Radeon,16.0,DDR4 / LPDDR4,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.2,50.0,0.0,0,12574
anphat_laptop-asus-zenbook-14-flip-oled-up3404va-kn038w,An Phat PC,https://www.anphatpc.com.vn/laptop-asus-zenbook-14-flip-oled-up3404va-kn038w.html,Asus,Laptop Asus Zenbook 14 Flip OLED UP3404VA-KN038W (Intel Core i5-1340P | 16GB | 512GB | Intel Iris Plus | 14.0-inch OLED WQXGA+ | Win 11 | Xanh),Office,False,True,24990000,Mainstream,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,1.5,75.0,0.0,1,23521
anphat_laptop-lenovo-thinkpad-p16v-gen-1-t-21fc004cvn,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p16v-gen-1-t-21fc004cvn.html,Lenovo,Laptop Lenovo ThinkPad P16v Gen 1 T 21FC004CVN (Intel Core i7-13700H | RTX A1000 6GB | 16 inch WQUXGA | 32GB | 1TB | Win 11 | Đen),Office,False,True,67306000,Premium,Intel,Intel Core,Dedicated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",4K,60 - 90,Windows,2.2,90.0,0.0,0,1346
anphat_laptop-lenovo-yoga-slim-7-14ill10-83jx0036vn,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-yoga-slim-7-14ill10-83jx0036vn.html,Lenovo,Laptop Lenovo Yoga Slim 7 14ILL10 83JX0036VN (Intel Core Ultra 7 258V | 1TB | 32GB | Intel Arc | 14 inch 2.8K WQXGA+ | Win 11 | Office | Xám),Office,True,True,34990000,Mid-high,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.19,70.0,0.0,0,4743
anphat_laptop-lenovo-loq-15irx9-83dv00ufvn,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-loq-15irx9-83dv00ufvn.html,Lenovo,Laptop Lenovo LOQ 15IRX9 83DV00UFVN (Intel Core i7-13650HX | RTX 4060 8GB | 24GB | 512GB | 15.6 inch FHD 144Hz | Win 11 | Xám),Gaming,False,True,32490000,Mid-high,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,24.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.38,60.0,0.0,0,27911
anphat_laptop-lenovo-ideapad-slim-3-14arp10-83k6005vvn,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-3-14arp10-83k6005vvn.html,Lenovo,Laptop LENOVO IdeaPad Slim 3 14ARP10 83K6005VVN (AMD Ryzen 5 7535HS | AMD Radeon 660M | 14 inch WUXGA | 16GB | 512GB | Windows 11 Home | Xám),Office,False,True,18590000,Mainstream,AMD,AMD Ryzen,Integrated,AMD Radeon,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.39,50.0,0.0,0,199
anphat_laptop-msi-katana-15-hx-b14wek-027vn,An Phat PC,https://www.anphatpc.com.vn/laptop-msi-katana-15-hx-b14wek-027vn.html,MSI,Laptop MSI Katana 15 HX B14WEK-027VN (Intel Core i7-14650HX | RTX 5050 8GB | 15.6 inch QHD IPS 165Hz | 32GB | 512GB | Win 11 | Đen),Gaming,False,True,39990000,Mid-high,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,Windows,2.4,75.0,0.0,0,8508
anphat_laptop-lenovo-thinkpad-l14-gen-5-t-21l1003wva,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-l14-gen-5-t-21l1003wva.html,Lenovo,Laptop Lenovo ThinkPad L14 Gen 5 T  21L1003WVA (Intel Core Ultra 7 155U | 16GB | 512GB | 14 inch WUXGA | NoOS | Đen),Office,True,True,26790000,Mid-high,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,46.5,0.0,0,5120
anphat_laptop-msi-prestige-13-ai-evo-a1mg-062vn,An Phat PC,https://www.anphatpc.com.vn/laptop-msi-prestige-13-ai-evo-a1mg-062vn.html,MSI,Laptop MSI Prestige 13 AI Evo A1MG-062VN (Intel Core Ultra 7-155H | 13.3 inch 2.8K OLED | 32GB | 1TB | Win 11 | Xám),Office,True,True,32990000,Mid-high,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,0.99,75.0,0.0,0,493
anphat_laptop-asus-zenbook-14-ux3405ca-st629w,An Phat PC,https://www.anphatpc.com.vn/laptop-asus-zenbook-14-ux3405ca-st629w.html,Asus,Laptop ASUS Zenbook 14 UX3405CA-ST629W (Intel Core Ultra 7 255H 2.0 GHz | Intel Arc Graphics | 14.0-inch 3K OLED | 32GB | 512GB | Windows 11 Home SL | Xanh),Office,True,True,34999000,Mid-high,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.2,75.0,0.0,0,314
anphat_laptop-lenovo-legion-pro-7-16iax10h-83f500jgvn,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-legion-pro-7-16iax10h-83f500jgvn.html,Lenovo,Laptop LENOVO Legion Pro 7 FIFA World Cup 26 Edition 16IAX10H 83F500JGVN (Intel Core Ultra 9 275HX | RTX 5070 Ti | 16 inch WQXGA 240Hz | 32GB | 1TB | Win 11 | Đen),Gaming,True,True,80999000,Premium,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.57,80.0,0.0,0,1016
anphat_laptop-msi-sword-16-hx-b14vfkg-045vn,An Phat PC,https://www.anphatpc.com.vn/laptop-msi-sword-16-hx-b14vfkg-045vn.html,MSI,Laptop MSI Sword 16 HX B14VFKG 045VN (Intel Core i7-14700HX | 16GB | 1TB SSD | RTX 4060 GDDR6 8GB | 16 inch QHD+ | Win 11 | Cosmos Gray),Gaming,False,True,37990000,Mid-high,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.3,65.0,0.0,1,34423
anphat_laptop-lenovo-ideapad-slim-3-15abr8-82xm00mdvn,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-3-15abr8-82xm00mdvn.html,Lenovo,Laptop Lenovo IdeaPad Slim 3 15ABR8 82XM00MDVN (AMD Ryzen 5 5625U | 16GB | 512GB | AMD Radeon | 15.6 inch FHD | Win 11 | Xám),Office,False,True,12390000,Budget,AMD,AMD Ryzen,Integrated,AMD Radeon,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.62,47.0,0.0,0,7865
anphat_laptop-lenovo-loq-15arp9-83jc00m3vn,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-loq-15arp9-83jc00m3vn.html,Lenovo,Laptop Lenovo LOQ 15ARP9 83JC00M3VN (AMD Ryzen 5 7235HS | RTX 3050 6GB | 15.6 inch FHD IPS | 16GB | 1TB | Win 11 | Xám),Gaming,False,True,24999000,Mainstream,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.38,60.0,0.0,0,12984
anphat_laptop-lenovo-thinkpad-t14s-gen-4-21f60081va,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t14s-gen-4-21f60081va.html,Lenovo,Laptop Lenovo ThinkPad T14s Gen 4 21F60081VA (Intel Core i5-1335U | 16GB | 512GB | Intel Iris Xe | 14 inch 2.2K | NoOS | Đen),Office,False,True,28390000,Mid-high,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,1.25,57.0,0.0,0,18102
anphat_laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r0y4-nh.qpesv.004,An Phat PC,https://www.anphatpc.com.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r0y4-nh.qpesv.004.html,Acer,Laptop Acer Gaming Nitro ProPanel ANV15-41-R0Y4 NH.QPESV.004 (AMD Ryzen 7 7735HS | RTX 4050 6GB GDDR6 VRAM | 15.6 inch FHD | 16GB | 512GB | Windows 11 Home SL | Đen),Gaming,False,True,28990000,Mid-high,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,240+,Windows,2.1,57.0,0.0,0,3942
anphat_laptop-dell-15-dc15250-dc5i5357w1,An Phat PC,https://www.anphatpc.com.vn/laptop-dell-15-dc15250-dc5i5357w1.html,Dell,Laptop Dell 15 DC15250 DC5I5357W1 (Intel Core i5-1334U | 16GB | 512GB | Intel Graphics | 15.6 inch FHD | Win 11 | Office | Bạc),Office,False,True,19590000,Mainstream,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.65,41.0,0.0,0,6918
anphat_laptop-acer-aspire-7-a715-59g-57tu-nh.qx6sv.001,An Phat PC,https://www.anphatpc.com.vn/laptop-acer-aspire-7-a715-59g-57tu-nh.qx6sv.001.html,Acer,Laptop Acer Aspire 7 A715-59G-57TU NH.QX6SV.001 (Intel Core i5-12450H | RTX 3050 | 15.6 inch FHD | 16GB | 512GB | Win 11 | Đen),Office,False,True,21590000,Mainstream,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,1.99,54.8,0.0,0,11834
anphat_laptop-hp-omnibook-7-14-fs0032tu-c1nt8pa,An Phat PC,https://www.anphatpc.com.vn/laptop-hp-omnibook-7-14-fs0032tu-c1nt8pa.html,HP,Laptop HP OmniBook 7 14-fs0032TU C1NT8PA (Intel Core 9 270H | Intel Graphics | 14 inch WUXGA | 32 GB | 512 GB | Windows 11 Home SL | Office | Bạc),Office,False,True,36990000,Mid-high,Intel,Intel Core,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",2K - 3K,Other,Windows,1.41,68.0,0.0,0,624
anphat_laptop-asus-expertbook-p1403cva-i308-50w,An Phat PC,https://www.anphatpc.com.vn/laptop-asus-expertbook-p1403cva-i308-50w.html,Asus,Laptop ASUS ExpertBook P1403CVA-i308-50W (Intel Core i3-1315U | Intel UHD | 14 inch FHD | 8GB | 512GB | Win 11 | Xám),Office,False,True,14990000,Budget,Intel,Intel Core,Integrated,Intel Arc / Integrated,8.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.4,50.0,0.0,0,17364
anphat_laptop-msi-prestige-13-ai-a3mg-036vn,An Phat PC,https://www.anphatpc.com.vn/laptop-msi-prestige-13-ai-a3mg-036vn.html,MSI,Laptop MSI Prestige 13 AI+ A3MG-036VN (Intel Core Ultra 9 386H | Intel Arc graphics | 13.3 inch 2.8K | 32GB | 1TB | Windows 11 Home | Xám),Office,True,True,53990000,Premium,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,60 - 90,Windows,0.9,53.8,0.0,0,61
anphat_laptop-lenovo-v15-g5-irl-83hf00bsva,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-v15-g5-irl-83hf00bsva.html,Lenovo,Laptop Lenovo V15 G5 IRL 83HF00BSVA (Intel Core i5-13420H | 16GB | 512GB | Intel UHD  | NoOS | Xám),Office,False,True,17990000,Mainstream,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.61,47.0,0.0,0,8188
anphat_laptop-lenovo-ideapad-slim-5-14irl8-82xd007qvn,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-5-14irl8-82xd007qvn.html,Lenovo,Laptop Lenovo IdeaPad Slim 5 14IRL8 82XD007QVN (Intel Core i7-13620H | 16GB | 512GB | Intel UHD | 14 inch WUXGA | Win 11| Xám),Office,False,True,20690000,Mainstream,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.46,56.6,0.0,0,16907
anphat_laptop-hp-elitebook-6-g1i-13-bq9m3pt,An Phat PC,https://www.anphatpc.com.vn/laptop-hp-elitebook-6-g1i-13-bq9m3pt.html,HP,Laptop HP EliteBook 6 G1i 13 BQ9M3PT (Intel Core Ultra 5 225U | 16GB | 512GB | Intel Graphics | 13.3 inch WUXGA | Cảm ứng | Win 11 | Bạc),Office,True,True,27490000,Mid-high,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.3,56.0,0.0,0,3484
anphat_laptop-asus-tuf-gaming-a16-fa608uh-rv106w,An Phat PC,https://www.anphatpc.com.vn/laptop-asus-tuf-gaming-a16-fa608uh-rv106w.html,Asus,Laptop ASUS TUF Gaming A16 FA608UH-RV106W (AMD Ryzen 7 260 Processor 3.8GHz | 16GB | 512GB | RTX 5050 | 16 inch FHD+ | Win 11 | Xám),Gaming,True,True,32999000,Mid-high,AMD,AMD Ryzen,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.2,90.0,0.0,0,2113
anphat_laptop-asus-vivobook-15-oled-a1505va-ma492w,An Phat PC,https://www.anphatpc.com.vn/laptop-asus-vivobook-15-oled-a1505va-ma492w.html,Asus,Laptop Asus Vivobook 15 OLED A1505VA-MA492W (Intel Core i7-13700H | 16GB | 512GB | 15.6 inch 2.8K OLED | Win 11 | Bạc),Office,False,True,18790000,Mainstream,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,Windows,1.7,50.0,0.0,0,18265
anphat_laptop-dell-pro-13-plus-pb13250-pb13250-236v-16512w,An Phat PC,https://www.anphatpc.com.vn/laptop-dell-pro-13-plus-pb13250-pb13250-236v-16512w.html,Dell,Laptop Dell Pro 13 Plus PB13250-PB13250-236V-16512W (Intel Core Ultra 5 236V vPro | 16GB | 512GB | Intel Graphics | 13.3 inch FHD+ | Win 11),Office,True,True,34490000,Mid-high,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.23,,0.0,0,157
anphat_laptop-msi-katana-15-hx-b14wek-295vn,An Phat PC,https://www.anphatpc.com.vn/laptop-msi-katana-15-hx-b14wek-295vn.html,MSI,Laptop MSI Katana 15 HX B14WEK-295VN (Intel Core i9-14900HX | RTX 5050 8GB | 15.6 inch QHD 165Hz | 16GB | 512GB | Win 11 | Đen),Gaming,False,True,39990000,Mid-high,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",2K - 3K,120 - 165,Windows,2.4,75.0,0.0,0,6715
anphat_laptop-hp-elitebook-630-g11-a7lm7pt,An Phat PC,https://www.anphatpc.com.vn/laptop-hp-elitebook-630-g11-a7lm7pt.html,HP,Laptop HP Elitebook 630 G11 A7LM7PT (Intel Core Ultra 5-125U | 16GB | 512GB | 13.3 inch WUXGA | Cảm ứng | Win 11 | Bạc),Office,True,True,23990000,Mainstream,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.31,56.0,0.0,0,3576
anphat_laptop-acer-gaming-nitro-v-anv15-51-53dm-nh.qn9sv.007,An Phat PC,https://www.anphatpc.com.vn/laptop-acer-gaming-nitro-v-anv15-51-53dm-nh.qn9sv.007.html,Acer,Laptop Acer Gaming Nitro V ANV15-51-53DM NH.QN9SV.007 (Intel Core i5-13420H |RTX 3050| 16GB | 512GB |  15.6 inch FHD | Win 11 | Đen),Gaming,False,True,23990000,Mainstream,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.1,57.0,0.0,0,11479
anphat_laptop-lenovo-thinkpad-t14s-gen-5-21ls0062vn,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t14s-gen-5-21ls0062vn.html,Lenovo,Laptop Lenovo ThinkPad T14s Gen 5 21LS0062VN (Intel Core Ultra 7 155U | 32GB | 1TB | 14 inch 2.8K OLED | Win 11 Pro | Đen),Office,True,True,44990000,Mid-high,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",2K - 3K,120 - 165,Windows,1.24,58.0,0.0,0,1781
anphat_laptop-lenovo-thinkpad-p16s-gen3-t-21ks003ava,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p16s-gen3-t-21ks003ava.html,Lenovo,Laptop Lenovo ThinkPad P16s Gen3 T 21KS003AVA (Intel Core Ultra 5 125H | RTX 500 Ada | 16 inch WUXGA | 32GB | 512GB | No OS | Đen),Office,True,True,39582000,Mid-high,Intel,Intel Core Ultra,Dedicated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.82,75.0,0.0,0,1462
anphat_laptop-dell-inspiron-16-5640-n6i7512w1,An Phat PC,https://www.anphatpc.com.vn/laptop-dell-inspiron-16-5640-n6i7512w1.html,Dell,Laptop Dell Inspiron 16 5640 N6I7512W1 (Intel Core 7 150U | 16GB | 1TB | MX570A 2GB | 16 inch 2.5K | Win 11 | Office | Xanh),Office,False,True,30990000,Mid-high,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,60 - 90,Windows,1.87,54.0,0.0,0,27707
anphat_laptop-acer-gaming-aspire-5-a515-58gm-53cm-nx.kw1sv.003,An Phat PC,https://www.anphatpc.com.vn/laptop-acer-gaming-aspire-5-a515-58gm-53cm-nx.kw1sv.003.html,Acer,Laptop Acer Gaming Aspire 5 A515-58GM-53CM NX.KW1SV.003 (Intel Core i5-13420H | RTX 2050 4GB | 32GB | 512GB | 15.6 inch FHD | Xám | Win 11),Gaming,False,True,19190000,Mainstream,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,32.0,DDR4 / LPDDR4,,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,1.78,50.0,0.0,0,9649
anphat_laptop-msi-modern-15-h-c2rmg-287vn,An Phat PC,https://www.anphatpc.com.vn/laptop-msi-modern-15-h-c2rmg-287vn.html,MSI,Laptop MSI Modern 15 H C2RMG-287VN (Intel Core 7 240H | 16GB | 1TB | 15.6 inch FHD | Intel Graphics | Windows 11 Home SEA | Đen),Office,False,True,22790000,Mainstream,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.9,39.3,0.0,0,1058
anphat_laptop-lenovo-thinkpad-e14-gen-7-21sx0031vn,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-7-21sx0031vn.html,Lenovo,Laptop Lenovo ThinkPad E14 Gen 7 21SX0031VN (Intel Core Ultra 7 255H | 32GB | 512GB | Intel Arc 140T | 14 inch WUXGA IPS | Win 11 | Đen),Office,True,True,28790000,Mid-high,Intel,Intel Core Ultra,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.34,48.0,0.0,0,6163
anphat_laptop-asus-expertbook-p1503cva-c7h321t-63ws,An Phat PC,https://www.anphatpc.com.vn/laptop-asus-expertbook-p1503cva-c7h321t-63ws.html,Asus,Laptop ASUS ExpertBook P1503CVA-C7H321T-63WS (Intel Core 7 Processor 240H | Intel Graphics | 15.6 inch FHD | 32GB | 1TB | Win 11 | Office),Office,False,True,24890000,Mainstream,Intel,Intel Core,Integrated,Intel Arc / Integrated,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.68,63.0,0.0,0,429
anphat_laptop-dell-14-dc14250-c7u161w11slu,An Phat PC,https://www.anphatpc.com.vn/laptop-dell-14-dc14250-c7u161w11slu.html,Dell,"Laptop Dell 14 DC14250 C7U161W11SLU (Intel Core7 150U | 16GB | 1TB | Intel Graphics | 14"" (1920x1200) | Win 11 | Office | Bạc)",Office,False,True,24990000,Mainstream,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR5 / LPDDR5,1024.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.56,54.0,0.0,0,1821
anphat_laptop-asus-rog-strix-g16-g614jir-n4193w,An Phat PC,https://www.anphatpc.com.vn/laptop-asus-rog-strix-g16-g614jir-n4193w.html,Asus,Laptop ASUS ROG Strix G16 G614JIR-N4193W (Intel Core i9-14900HX | RTX 4070 | 16 inch QHD+ | 32GB | 1TB | Win 11 Home | Xám),Gaming,False,True,46990000,Premium,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,32.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",2K - 3K,240+,Windows,2.5,90.0,0.0,0,5337
anphat_laptop-lenovo-v14-g4-83a000fnvn,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-v14-g4-83a000fnvn.html,Lenovo,Laptop Lenovo V14 G4 83A000FNVN (Intel Core i5-13420H | 16GB | 512GB | 14 inch FHD | Intel UHD | NoOS | Xám),Office,False,True,13690000,Budget,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"13"" - 14.5""",FHD / FHD+,60 - 90,Windows,1.43,38.0,0.0,0,23276
anphat_laptop-lenovo-v15-g4-iah-83fs0032vn,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-v15-g4-iah-83fs0032vn.html,Lenovo,Laptop Lenovo V15 G4 IAH 83FS0032VN (Intel Core i5-12500H | 16GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 11 | Xám),Office,False,True,12690000,Budget,Intel,Intel Core,Integrated,Intel Arc / Integrated,16.0,DDR4 / LPDDR4,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,1.65,38.0,0.0,4,15272
anphat_laptop-lenovo-loq-15irx10-83je01agvn,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-loq-15irx10-83je01agvn.html,Lenovo,Laptop Lenovo LOQ 15IRX10 83JE01AGVN (Intel Core i7-13645HX | RTX 5050 8GB | 15.6 inch FHD 144Hz | 16GB | 512GB | Win 11 | Xám),Gaming,False,True,34999000,Mid-high,Intel,Intel Core,Dedicated,Nvidia RTX/GTX,16.0,DDR5 / LPDDR5,512.0,SSD,"15.6"" - 16.0""",FHD / FHD+,120 - 165,Windows,2.4,60.0,0.0,0,237
anphat_laptop-lenovo-thinkpad-p16v-gen-2-t-21kx0037va,An Phat PC,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p16v-gen-2-t-21kx0037va.html,Lenovo,Laptop Lenovo ThinkPad P16v Gen 2 T 21KX0037VA (Intel Core Ultra 7 155H | RTX 1000 Ada | 16 inch WUXGA | 64GB | 1TB | NoOS | Đen),Office,True,True,61975000,Premium,Intel,Intel Core Ultra,Dedicated,Nvidia RTX/GTX,64.0,DDR5 / LPDDR5,1024.0,SSD,"15.6"" - 16.0""",FHD / FHD+,60 - 90,Windows,2.2,90.0,0.0,0,1398
